artist	song	highestRank	year	nonPerson	name
Natalie	Goin Crazy	80	2005	NA	Baby
Natalie Cole	A Little Bit of Heaven	81	1985	place	Heaven
Natalie Cole	Our Love	10	1978	NA	Baby
Natalie Cole	Pink Cadillac	5	1988	NA	Adam
Natalie Cole	Pink Cadillac	5	1988	NA	Eve
Natasha Bedingfield	These Words	17	2005	NA	Byron
Natasha Bedingfield	These Words	17	2005	NA	Shelly
Natasha Bedingfield Featuring Sean Kingston	Love Like This	11	2007	NA	Baby
Natasha Bedingfield Featuring Sean Kingston	Love Like This	11	2007	NA	Baby
Naughty By Nature	Hip Hop Hooray	8	1993	NA	Jo-Jo
Naughty By Nature	Hip Hop Hooray	8	1993	NA	Lou
Naughty By Nature	Hip Hop Hooray	8	1993	NA	Parker
Naughty By Nature	Written On Ya Kitten	93	1993	NA	Kitty
Naughty By Nature	Written On Ya Kitten	93	1993	NA	Martin
Naughty By Nature Featuring 3LW	Feels Good (Don't Worry Bout A Thing)	53	2002	NA	Chadwick
NB Ridaz Featuring Angelina	Runaway	97	2002	NA	Baby
Ne-Yo	Because Of You	2	2007	NA	Baby
Ne-Yo	Because Of You	2	2007	NA	Baby
Ne-Yo	Champagne Life	75	2010	NA	Baby
Ne-Yo	Champagne Life	75	2010	NA	Baby
Ne-Yo	Go On Girl	96	2008	NA	Baby
Ne-Yo	Go On Girl	96	2008	NA	Earl
Ne-Yo	Go On Girl	96	2008	NA	James
Ne-Yo	Go On Girl	96	2008	NA	Jimmy
Ne-Yo	Mad	11	2008	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	One In A Million	87	2010	NA	Baby
Ne-Yo	Sexy Love	7	2006	NA	Baby
Ne-Yo	When You're Mad	15	2006	NA	Baby
Ne-Yo	When You're Mad	15	2006	NA	Baby
Ne-Yo	When You're Mad	15	2006	NA	Baby
Ne-Yo	When You're Mad	15	2006	NA	Baby
Ne-Yo	When You're Mad	15	2006	NA	Baby
Ne-Yo	When You're Mad	15	2006	NA	Baby
Ne-Yo	When You're Mad	15	2006	NA	Baby
Ne-Yo Featuring Juicy J	She Knows	19	2014	NA	Baby
Ne-Yo Featuring Juicy J	She Knows	19	2014	NA	Bentley
Ne-Yo Featuring Juicy J	She Knows	19	2014	NA	Jack
Ne-Yo Featuring Juicy J	She Knows	19	2014	NA	Jack
Ne-Yo Featuring Juicy J	She Knows	19	2014	NA	Reggie
Ne-Yo Featuring Juicy J	She Knows	19	2014	NA	Tasha
Ne-Yo Featuring Juicy J	She Knows	19	2014	NA	Tina
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	America	8	1981	country	America
Neil Diamond	Brooklyn Roads	58	1968	city	Brooklyn
Neil Diamond	Brooklyn Roads	58	1968	city	Brooklyn
Neil Diamond	Brooklyn Roads	58	1968	city	Brooklyn
Neil Diamond	Brooklyn Roads	58	1968	NA	Neil
Neil Diamond	Brother Love's Travelling Salvation Show	22	1969	month	August
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Baby
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	"Cherry, Cherry"	6	1966	NA	Cherry
Neil Diamond	Cracklin' Rosie	1	1970	NA	Rose
Neil Diamond	Cracklin' Rosie	1	1970	NA	Rose
Neil Diamond	Cracklin' Rosie	1	1970	NA	Rosie
Neil Diamond	Cracklin' Rosie	1	1970	NA	Rosie
Neil Diamond	Cracklin' Rosie	1	1970	NA	Rosie
Neil Diamond	Cracklin' Rosie	1	1970	NA	Rosie
Neil Diamond	Cracklin' Rosie	1	1970	NA	Rosie
Neil Diamond	"Girl, You'll Be A Woman Soon"	10	1967	NA	Baby
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	Holly Holy	6	1969	NA	Holly
Neil Diamond	I Got The Feelin' (Oh No No)	16	1966	NA	Baby
Neil Diamond	Solitary Man	21	1966	NA	Jim
Neil Diamond	Solitary Man	21	1966	NA	Melinda
Neil Diamond	Solitary Man	21	1966	NA	Sue
Neil Diamond	Solitary Man	21	1966	NA	Sue
Neil Diamond	Sweet Caroline (Good Times Never Seemed So Good)	4	1969	NA	Caroline
Neil Diamond	Sweet Caroline (Good Times Never Seemed So Good)	4	1969	NA	Caroline
Neil Diamond	Sweet Caroline (Good Times Never Seemed So Good)	4	1969	NA	Caroline
Neil Diamond	Sweet Caroline (Good Times Never Seemed So Good)	4	1969	NA	Caroline
Neil Diamond	Sweet Caroline (Good Times Never Seemed So Good)	4	1969	NA	Caroline
Neil Diamond	Thank The Lord For The Night Time	13	1967	NA	Baby
Neil Diamond	Thank The Lord For The Night Time	13	1967	NA	Baby
Neil Diamond	Yesterday's Songs	11	1981	NA	Baby
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Alice In Wonderland	17	1963	NA	Alice
Neil Sedaka	Calendar Girl	4	1960	holiday	Easter
Neil Sedaka	Calendar Girl	4	1960	NA	Juliet
Neil Sedaka	Calendar Girl	4	1960	NA	Romeo
Neil Sedaka	Oh! Carol	9	1959	NA	Carol
Neil Sedaka	Oh! Carol	9	1959	NA	Carol
Neil Sedaka	Oh! Carol	9	1959	NA	Carol
Neil Sedaka	Run Samson Run	28	1960	NA	Delilah
Neil Sedaka	Run Samson Run	28	1960	NA	Delilah
Neil Sedaka	Run Samson Run	28	1960	NA	Delilah
Neil Sedaka	Run Samson Run	28	1960	NA	Delilah
Neil Sedaka	Run Samson Run	28	1960	NA	Delilah
Neil Sedaka	Run Samson Run	28	1960	NA	Sammy
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Run Samson Run	28	1960	NA	Samson
Neil Sedaka	Sunny	86	1964	NA	Sunny
Neil Sedaka	Sunny	86	1964	NA	Sunny
Neil Sedaka	Sunny	86	1964	NA	Sunny
Neil Sedaka	Sunny	86	1964	NA	Sunny
Neil Sedaka	Sunny	86	1964	NA	Sunny
Neil Sedaka	Sunny	86	1964	NA	Sunny
Neil Sedaka	Sunny	86	1964	NA	Sunny
Neil Young	Four Strong Winds	61	1979	place	Alberta
Neil Young & Graham Nash	War Song	61	1972	NA	George
Nelly	#1	22	2001	NA	Baby
Nelly	#1	22	2001	NA	Nelly
Nelly	#1	22	2001	city	Paris
Nelly	Die A Happy Man	83	2016	NA	Baby
Nelly	Die A Happy Man	83	2016	state	Georgia
Nelly	Die A Happy Man	83	2016	NA	Marvin
Nelly	E.I.	15	2000	NA	Jeff
Nelly	Hot In Herre	1	2002	NA	Jason
Nelly	Hot In Herre	1	2002	NA	Nelly
Nelly	Pimp Juice	58	2003	season	Winter
Nelly	Work It (Reinvention)	68	2004	NA	Baby
Nelly	Work It (Reinvention)	68	2004	NA	Baby
Nelly	Work It (Reinvention)	68	2004	NA	Baby
Nelly	Work It (Reinvention)	68	2004	NA	Baby
Nelly	Work It (Reinvention)	68	2004	NA	Baby
Nelly	Work It (Reinvention)	68	2004	NA	Jay
Nelly Featuring City Spud	Ride Wit Me	3	2001	NA	Courtney
Nelly Featuring City Spud	Ride Wit Me	3	2001	NA	Nelly
Nelly Featuring City Spud	Ride Wit Me	3	2001	NA	Nelly
Nelly Featuring City Spud	Ride Wit Me	3	2001	NA	Nelly
Nelly Featuring City Spud	Ride Wit Me	3	2001	NA	Nelly
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jeremih	The Fix	62	2015	NA	Baby
Nelly Featuring Jung Tru & King Jacob	Errtime	24	2005	NA	Ciara
Nelly Featuring Jung Tru & King Jacob	Errtime	24	2005	drink	Cristal
Nelly Featuring Jung Tru & King Jacob	Errtime	24	2005	drink	Don
Nelly Featuring Jung Tru & King Jacob	Errtime	24	2005	NA	Jacob
Nelly Featuring Jung Tru & King Jacob	Errtime	24	2005	NA	Jermaine
Nelly Featuring Kelly Rowland	Dilemma	1	2002	NA	Nelly
Nelly Featuring Kelly Rowland	Dilemma	1	2002	NA	Nelly
Nelly Featuring Kelly Rowland	Dilemma	1	2002	NA	Nelly
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	London
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	London
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	London
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	London
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Louis
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Louis
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Louis
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Louis
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Paris
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Paris
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Paris
Nelly Featuring Keri Hilson	Liv Tonight	75	2010	city	Paris
"Nelly Featuring Kyjuan, Ali & Murphy Lee"	Air Force Ones	3	2002	NA	Ali
"Nelly Featuring Kyjuan, Ali & Murphy Lee"	Air Force Ones	3	2002	NA	Murphy
"Nelly Featuring Kyjuan, Ali & Murphy Lee"	Air Force Ones	3	2002	NA	Murphy
"Nelly Featuring Paul Wall, Ali & Gipp"	Grillz	1	2005	NA	George
"Nelly Featuring Paul Wall, Ali & Gipp"	Grillz	1	2005	NA	Hillary
"Nelly Featuring Paul Wall, Ali & Gipp"	Grillz	1	2005	NA	Jay
"Nelly Featuring Paul Wall, Ali & Gipp"	Grillz	1	2005	NA	Paul
Nelly Featuring T-Pain & Akon	Move That Body	54	2010	NA	Rose
Nelly Furtado Featuring Timbaland	Promiscuous	1	2006	NA	Baby
Nelly Furtado Featuring Timbaland	Promiscuous	1	2006	NA	Steve
Nelly Furtado Featuring Timbaland	Promiscuous	1	2006	NA	Thomas
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Baby
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Dean
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Janet
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Marvin
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Murphy
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Nelly
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Nelly
"Nelly, P. Diddy & Murphy Lee"	Shake Ya Tailfeather	1	2003	NA	Sammy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buddy X	43	1993	NA	Buddy
Neneh Cherry	Buffalo Stance	3	1989	NA	Timmy
New Birth	Dream Merchant	36	1975	NA	Baby
New Birth	Dream Merchant	36	1975	NA	Baby
New Birth	Dream Merchant	36	1975	NA	Baby
New Boyz	You're A Jerk	24	2009	NA	Ben
New Boyz	You're A Jerk	24	2009	NA	Ben
New Boyz	You're A Jerk	24	2009	NA	Ben
New Boyz Feat. Chris Brown	Better With The Lights Off	38	2011	country	America
New Boyz Feat. Chris Brown	Better With The Lights Off	38	2011	NA	Khloe
New Boyz Feat. Chris Brown	Better With The Lights Off	38	2011	NA	Kim
New Edition	Candy Girl	46	1983	NA	Bobby
New Edition	Candy Girl	46	1983	NA	Mike
New Edition	Candy Girl	46	1983	NA	Ralph
New Edition	Candy Girl	46	1983	NA	Ricky
New Edition	Candy Girl	46	1983	NA	Ronnie
New Edition	Cool It Now	4	1984	NA	Bobby
New Edition	Cool It Now	4	1984	NA	Mike
New Edition	Cool It Now	4	1984	NA	Ricky
New Edition	Cool It Now	4	1984	NA	Ronnie
New Edition	I'm Still In Love With You	9	1996	NA	Baby
New Edition	I'm Still In Love With You	9	1996	NA	Baby
New Edition	Lost In Love	35	1985	NA	Baby
New Edition	Lost In Love	35	1985	NA	Baby
New Edition	Lost In Love	35	1985	NA	Baby
New Hollow	Boyfriend	96	2011	NA	Baby
New Kids On The Block	Summertime	36	2008	NA	Baby
New Kids On The Block	Summertime	36	2008	season	Winter
New Kids On The Block	Summertime	36	2008	season	Winter
New Radicals	You Get What You Give	36	1998	NA	Courtney
New Radicals	You Get What You Give	36	1998	NA	Marilyn
New Radicals	You Get What You Give	36	1998	car	Mercedes
Next	Too Close	1	1998	NA	Baby
Next	Too Close	1	1998	NA	Baby
Next	Too Close	1	1998	NA	Baby
Next	Too Close	1	1998	NA	Baby
Next	Too Close	1	1998	NA	Baby
Nick Jonas	Chains	13	2015	NA	Baby
Nick Jonas	Chains	13	2015	NA	Baby
Nick Jonas	Chains	13	2015	NA	Baby
Nick Jonas	Chains	13	2015	NA	Baby
Nick Jonas	Levels	44	2015	NA	Jesus
Nickelback	Photograph	2	2005	NA	Joey
Nickelback	Photograph	2	2005	NA	Kim
Nickelback	Rockstar	6	2006	NA	Elvis
Nickelback	Rockstar	6	2006	NA	James
Nickelback	Savin' Me	19	2006	place	Heaven
Nickelback	This Afternoon	34	2010	NA	Bob
Nicki Minaj	Anaconda	2	2014	NA	Alexander
Nicki Minaj	Anaconda	2	2014	NA	Michael
Nicki Minaj	Anaconda	2	2014	NA	Troy
Nicki Minaj	Pound The Alarm	15	2012	NA	Baby
Nicki Minaj	Pound The Alarm	15	2012	NA	Giuseppe
Nicki Minaj	Pound The Alarm	15	2012	NA	Nicki
Nicki Minaj	Pound The Alarm	15	2012	NA	Roman
Nicki Minaj	Right Thru Me	26	2010	NA	Nicki
Nicki Minaj	Roman In Moscow	64	2011	city	London
Nicki Minaj	Roman In Moscow	64	2011	NA	Mike
Nicki Minaj	Roman In Moscow	64	2011	NA	Mike
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Roman In Moscow	64	2011	NA	Roman
Nicki Minaj	Stupid Hoe	59	2012	NA	Angelina
Nicki Minaj	Stupid Hoe	59	2012	NA	Jennifer
Nicki Minaj	Stupid Hoe	59	2012	NA	Nicki
Nicki Minaj	Stupid Hoe	59	2012	NA	Roman
Nicki Minaj	Super Bass	3	2011	NA	Nicki
Nicki Minaj	Super Bass	3	2011	NA	Nicki
Nicki Minaj	Your Love	14	2010	NA	Adam
Nicki Minaj	Your Love	14	2010	NA	Baby
Nicki Minaj	Your Love	14	2010	NA	Bruce
Nicki Minaj	Your Love	14	2010	NA	Bruce
Nicki Minaj	Your Love	14	2010	NA	Bruce
Nicki Minaj	Your Love	14	2010	NA	Eve
Nicki Minaj	Your Love	14	2010	NA	Jake
Nicki Minaj & Lil Wayne	Changed It	71	2017	NA	Billie Jean
Nicki Minaj & Lil Wayne	Changed It	71	2017	NA	Carter
Nicki Minaj & Lil Wayne	Changed It	71	2017	NA	Jackson
Nicki Minaj & Lil Wayne	Changed It	71	2017	NA	Lisa
Nicki Minaj & Lil Wayne	Changed It	71	2017	NA	Lisa
Nicki Minaj & Lil Wayne	Changed It	71	2017	NA	Nicki
Nicki Minaj & Lil Wayne	Changed It	71	2017	NA	Tyson
Nicki Minaj Featruing Skylar Grey	Bed Of Lies	62	2014	NA	Baby
Nicki Minaj Featruing Skylar Grey	Bed Of Lies	62	2014	NA	Bill
Nicki Minaj Featuring 2 Chainz	Beez In The Trap	48	2012	city	Brooklyn
Nicki Minaj Featuring 2 Chainz	Beez In The Trap	48	2012	NA	Franklin
Nicki Minaj Featuring 2 Chainz	Beez In The Trap	48	2012	city	Louis
Nicki Minaj Featuring 2 Chainz	Beez In The Trap	48	2012	NA	Nicki
Nicki Minaj Featuring 2 Chainz	Beez In The Trap	48	2012	NA	Nicki
Nicki Minaj Featuring 2 Chainz	Beez In The Trap	48	2012	NA	Nicki
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Baby
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Kate
Nicki Minaj Featuring Ariana Grande	Get On Your Knees	88	2015	NA	Meagan
Nicki Minaj Featuring Beyonce	Feeling Myself	39	2015	NA	Hank
Nicki Minaj Featuring Beyonce	Feeling Myself	39	2015	NA	Kitty
Nicki Minaj Featuring Beyonce	Feeling Myself	39	2015	NA	Nicki
Nicki Minaj Featuring Chris Brown	Right By My Side	51	2012	NA	Marc
Nicki Minaj Featuring Drake	Moment 4 Life	13	2011	NA	Nicki Nick
Nicki Minaj Featuring Drake & Lil Wayne	Truffle Butter	14	2015	NA	Drake
Nicki Minaj Featuring Drake & Lil Wayne	Truffle Butter	14	2015	NA	Wayne
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Baby
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Claire
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Drake
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Drake
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	place	Holly
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	city	Houston
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Jamie
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	John
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	John
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Kate
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Lance
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Nicki
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Nicki
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Nicki
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Ray
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown"	Only	12	2014	NA	Wayne
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	city	Brooklyn
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Eli
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Eli
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Jasmine
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Nicki
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Nicki
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Nicki
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Nicki
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Nicki
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Nicki
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Roman
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Roman
Nicki Minaj Featuring Eminem	Roman's Revenge	56	2010	NA	Roman
Nicki Minaj Featuring Lil Wayne	High School	64	2013	NA	Baby
Nicki Minaj Featuring Lil Wayne	High School	64	2013	NA	Baby
Nicki Minaj Featuring Lil Wayne	High School	64	2013	NA	Baby
Nicki Minaj Featuring Lil Wayne	High School	64	2013	NA	Baby
Nicki Minaj Featuring Lil Wayne	High School	64	2013	NA	Dee
Nicki Minaj Featuring Lil Wayne	Roman Reloaded	70	2012	NA	Ann
Nicki Minaj Featuring Lil Wayne	Roman Reloaded	70	2012	NA	Christopher
Nicki Minaj Featuring Lil Wayne	Roman Reloaded	70	2012	NA	Eric
Nicki Minaj Featuring Lil Wayne	Roman Reloaded	70	2012	NA	Mack
Nicki Minaj Featuring Lil Wayne	Roman Reloaded	70	2012	NA	Nicki
Nicki Minaj Featuring Lil Wayne	Roman Reloaded	70	2012	NA	Nicki
Nicki Minaj Featuring Lil Wayne	Roman Reloaded	70	2012	NA	Nina
Nicki Minaj Featuring Rihanna	Fly	19	2010	NA	Jay
Nicki Minaj Featuring Skylar Grey	Bed Of Lies	80	2015	NA	Baby
Nicki Minaj Featuring Skylar Grey	Bed Of Lies	80	2015	NA	Bill
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Drake
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Ellen
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Jay
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Montana
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Nick
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Nick
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Nicki
"Nicki Minaj, Drake & Lil Wayne"	No Frauds	14	2017	NA	Pablo
Nicky Jam	El Amante	98	2017	NA	Nicky
Nicky Jam	El Amante	98	2017	NA	Nicky
Nicky Jam	El Amante	98	2017	NA	Nicky
Nicky Jam	Hasta El Amanecer	85	2016	NA	Nicky
Nicky Jam	Hasta El Amanecer	85	2016	NA	Nicky
Nicky Jam	Hasta El Amanecer	85	2016	NA	Nicky
Nicole Scherzinger Featuring 50 Cent	Right There	39	2011	NA	Baby
Nicole Scherzinger Featuring 50 Cent	Right There	39	2011	NA	Nicole
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	(You Can Still) Rock In America	51	1983	country	America
Night Ranger	Sentimental Street	8	1985	month	June
Night Ranger	Sister Christian	5	1984	NA	Christian
Night Ranger	Sister Christian	5	1984	NA	Christian
